"PMMU", "وحدة إدارة الذاكرة الصفحيّة","انظر: paged memory management unit.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2001, 4, 12
"global universal identification", "هوية عالمية عميمة","خطةٌ لتعيين الهُوية، يُربَط فيها اسمٌ واحدٌ بغرضٍ معيّن. وهذا الاسمُ معترَفٌ به على المنصّات والتطبيقات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2002, 4, 12
"groupware", "برمجيات مجموعاتية","برمجياتٌ هدفُها تمكين مجموعةٍ من المستخدِمين على شبكة، من التعاون على إنجاز مشروعٍ معيّن. وتوفِّر هذه البرمجياتُ خدماتِ الاتصال (كالبريد الإلكتروني)، والتطويرَ التعاوني للوثائق، وجدولةَ الأعمال وتعقّبَها. يمكِن للوثائق التي تولِّدها هذه البرمجياتُ أن تتضمَّن نصوصاً وصوراً وأشكالاً أخرى للمعلومات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2003, 4, 12
"heterogeneous environment", "بيئة لامتجانسة","وسطُ حوسبةٍ ضمن منظمة، تُستخدَمُ فيه عتاديات وبرمجيات يُنتجها مُصنِّعَان أو أكثر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2004, 4, 12
"homogeneous environment", "بيئة متجانسة","وسطُ حوسبةٍ (ضمن منظمة عادة) تُستخدَمُ فيه عتادياتٌ وبرمجياتٌ أنتجَها مُصنِّعٌ واحدٌ فقط.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2005, 4, 12
"HTTP", "ميفاق نقل النصوص الترابطية","مختصر: Hypertext Transfer Protocol. ميفاقُ الزبون/المخدِّم المستعمَل للنفاذ إلى المعلومات على Web. يستطيع HTTP بواسطة URL الوصولَ إلى وثائق HTML وإلى الملفات التي يمكِن استحضارُها باستعمال خدمة FTP أو Gopher، وكذلك إلى المعلومات المرسَلة إلى مجموعاتٍ أخبارية. انظر: URL.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2006, 4, 12
"HTTP server", "1 مخدِّم HTTP ، مخدِّم HTTP","1- برمجيةُ مخدِّمٍ تَستعمِلُ HTTP لإرسال وثائق HTML وأيّ ملفات أو إخطاطات scripts مرتبطة بها عندما يطلبها الزبونُ، مثل متصفِّح Web. تُفصَل الوصلةُ التي تصل الزبونَ بالمخدِّم عادةً بعد إرسال الوثائق أو الملفات المطلوبة. تُستخدَمُ مخدِّماتُ HTTP على Web ومواقع Intranet.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2007, 4, 12
"HTTP status codes", "أرْمِزَة حالة HTTP","أرْمِزَةٌ مؤلفةٌ من ثلاثة أرقام يرسلها مخدِّمُ HTTP، ويشير إلى نتيجة طلب معطيات. فالأرْمِزَةُ التي تبدأ بـ 1 تجيب عن طلبات الزبائن الذين لم يُنهُوا إرسالَ طلبهم. والأرْمِزَةُ التي تبدأ بـ 2 تشير إلى طلبات ناجحة. والأرمزةُ التي تبدأ بـ 3 تشير إلى ضرورة قيام الزبون بفعلٍ ما. والأرْمِزَةُ التي تبدأ بـ 4 تشير إلى طلبات مُخْفِقة بسبب خطأ الزبون. والأرْمِزَةُ التي تبدأ بـ 5 تشير إلى الطلبات المُخْفقة بسبب خطأِ المخدِّم.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2008, 4, 12
"HTTP-NG", "الجيل التالي من HTTP","مختصر: HyperText Transport Protocol Next Generation. مِقْيَسٌ standard يطوِّره تَجمّعُ Web العالمي W3C لتحسين الأداء وإضافة ميزات أخرى مثل الأمن. ففي حين يَقوم الإصدارُ الحالي من HTTP بإنشاء وصلةٍ عند كل طلب، يُهيّئ HTTP-NG وصلةً واحدةً (تتألف من عدة قنوات منفصلة من أجل معلومات التحكّم والمعطيات) خلال جلسة حوار كاملة بين زبون معيّن ومخدِّم معيّن.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2009, 4, 12
"Address Mapping Table", "جدول تقابل العناوين","مختصره: AMT. جدولٌ تَستعمله المسيّراتُ routers ومخدِّماتُ أنظمةِ نطاق الأسماء DNS للحصول على عناوين مِيفاق الترابط الشبكي IP، من مداخلَ نصّيّةٍ كالأسماء.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/2010, 4, 12
