sans serif,[بنط] من دون عُصيّات (غير مُعرَّق),معناه الحرفي 'دون شطب'. وصْفٌ لبنطٍ مطبعيّ لا تحتوي محارفُه على عُصيّات (خطوط قصيرة أو زخارف في النهاية العليا أو الدنيا). يَكون مَظهرُ البنطِ من دون عصيات (عادةً) أكثرَ استقامة وهندسية من البنوط ذات العُصيّات، ويَنقصه التباينُ بين الشطوب الثخينة والرفيعة الموجودة في البنوط مع العصيات. تُستخدَمُ البنوطُ من دون العصيات استخداماً أوسعَ في نمط الإظهار منها في الكتل النصية الكبيرة، مثل العناوين الرئيسية., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1001,4,12
SAP,ميفاق إعلان خدمات,انظر: Service Advertising Protocol., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1002,4,12
SAPI,واجهة برمجة تطبيقات الكلام,مختصر: Speech Application Program Interface. إحدى سمات Windows 95 وWindows NT التي تَسمحُ بأن تتضمَّن التطبيقاتُ تَعرُّفَ الكلام أو تحويل نصٍّ إلى كلام., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1003,4,12
satellite,ساتِل,انظر: communication satellite., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1004,4,12
setup program,برنامج الإعداد,برنامجُ BIOS مدموجٌ لإعادةِ تشكيل موسِطاتِ parameters النظامِ ليَقبَلَ مِسْوَقَ أقراصٍ disk drive جديداً., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1005,4,12
setup string,متوالية [محارف] الإعداد,انظر: control code., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1006,4,12
setup wizard,عرّاف الإعداد,في Microsoft Windows: سلسلةٌ مهيكلة من الأسئلة والخيارات توجِّه المستخدِمَ خلال إجرائية إرساءِ برنامجٍ جديد., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1007,4,12
seven-segment display,مظهار سباعي الأضلاع,مظهارُ ديودات مضيئة LED أو مظهارُ بلورات سائلة LCD يستطيعُ إظهارَ أيِّ رقْمٍ من الأرقام العشرية. إن الأضلاعَ السبعةَ هي القضبانُ السبعةُ التي تكوِّن الرقْمَ 8 كما هو الحال في مظهار الحاسبة الإلكترونية., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1008,4,12
SGML,لغة تحديد معممة قياسية,مختصر: Standard Generalized Markup Language. مِقْيَسُ إدارةِ المعلومات اعتمدتْه المنظمةُ الدولية للتقييس ISO في 1986 لتوفير وثائق مستقلة عن المنصات والتطبيقات، تحافظ على المعلومات المُصَاغَة والمفهرِسة والمرتبطة. تقدِّم لغةُ SGML إلى المستخدِمين آليةً تُشْبه القواعدَ، لتعريف بنية وثائقهم، والأمارات tags المستعمَلة لبناء البنية في الوثائق الإفرادية., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1009,4,12
SHA,خوارزمية تلبيد أمينة,مختصر: Secure Hash Algorithm. تقنيةٌ لحسابِ تمثيلٍ مكثّفٍ لرسالةٍ أو لملفّ معطيات طولُه 160 بتّاً، ويسمَّى هذا التمثيلُ حصيلةَ digest الرسالة. يَستخدِمُ هذه الخوارزميةَ مرسِلُ الرسالةِ ومستقبلُها لحسابِ التوقيع العددي والتوثق منه لأغراض أمنية., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1010,4,12
shade,تظليل [اللون],تغييرٌ لونيّ محدَّد، يَنتُجُ من مزْجِ اللون الأسود بلونٍ نقي., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1011,4,12
shade,يظلل,يُعطي بُعداً إضافياً لصورةٍ بتضمين تغيّرات في المظهر سبَبُها الضوء والظل., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1012,4,12
shadow memory,ذاكرة الظل,تقنيةٌ مستخدَمةٌ في نظام BIOS في بعض الحواسيب المعتمِدة على معالجات 80x86 بغية نَسْخِ مَسَاقات ROM BIOS في المقطع الخالي من ذاكرة RAM خلال إجرائية إقلاع الحاسوب. وهذا يساعد على تحسين أداء النظام بواسطة تحويل طلبات النظام الموجّهة من مَسَاقات BIOS إلى النسخة 'الظل'., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1013,4,12
shadow print,طباعة مظلّلة,طرازٌ مطبَّقٌ على النصوص، بحيث يُزاحُ كلُّ محرفٍ مكرَّر (إلى الأسفل وإلى اليمين عادةً) لإعطاء أثر الظل., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1014,4,12
shadow RAM,[ذاكرة] RAM الظلّ,انظر: shadow memory., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1015,4,12
shadow ROM,[ذاكرة] ROM الظلّ,انظر: shadow memory., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1016,4,12
share,يشارك,يَجعلُ الملفات (أو الأدلة، أو المصنَّفات folders) قابلةً للنفاذ من مستخدِمين آخرين عبر شبكة., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1017,4,12
shared directory,دليل مشترك,انظر: network directory., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1018,4,12
master/slave arrangement,ترتيبة سيّد/تابع (متبوع/تابع),نظامٌ تَتحكَّم إحدى تجهيزاته (حاسوب عادةً) في التجهيزات الأخرى المربوطة بها., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1019,4,12
MDA,موائمة إظهار وحيد اللون,مختصر: Monochrome Display Adapter. موائمةٌ فيديويةٌ أُدخلتْ في الاستعمال عام 1981 قادرةٌ على التعامل مع نمطٍ محرفي واحد فقط: 25 سطراً، و80 محرفاً في كل سطر، مع محارف تحتها خط، ووامضة، وعالية الإضاءة. ومع أن شركةَ IBM لم تَستعملْ قطّ اسمَ موائمة إظهار وحيد اللون أو MDA، فإنّ MDA غالباً ما تُستعمَلُ للإشارة إلى موائمة إظهار وحيد اللون لـ IBM وموائمة الطابعة., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1020,4,12
mechanical mouse,فأرة ميكانيكية,فأرةٌ تُترجَمُ فيها حركةُ كرةٍ في أسفلها إلى إشاراتٍ اتجاهية. عندما يحرِّكُ المستخدِمُ الفأرةَ، تُديرُ الكرةُ زوجاً من الدواليب داخلها. ويمكِن لهذه الدواليب الناقلة للكهرباء -بدورها- أن تُدوِّر دواليبَ إضافية عن طريق محاور أو مسننات. هناك زوجٌ من الدواليب -على الأقل- له علاّماتٌ ناقلةٌ للكهرباء على سطحها. ولمّا كانت العلاّماتُ تسمح للتيار الكهربائي بالمرور، فيمكِن لمجموعةِ فراشي ناقلة للكهرباء متوضعة على سطح الدواليب الناقلة أن تَتحسّسَ هذه العلاّمات الناقلة. تُترجِمُ الإلكترونياتُ في الفأرة إشارات الحركات الكهربائية إلى معلوماتٍ عن حركة الفأرة يمكِن أن يَستعملَها الحاسوب., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1021,4,12
media eraser,ممحاة الوسائط,تجهيزةٌ تُزيلُ (أو تمحو) المعطيات من وسيطةِ تخزين بالجملة، عادةً بكتابة معطياتٍ عليها لا معنى لها (مثل الأصفار)., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1022,4,12
megapixel display,مظهار ميغا بكسل,مظهارُ فيديو يستطيع إظهارَ مليون بكسل على الأقل. فمثلاً، مظهار فيديو مع شاشة بقياس 1024 بكسل أفقي و1024 بكسل شاقولي هو مظهار ميغابكسلي., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1023,4,12
membrane keyboard,لوحة مفاتيح غشائية,لوحةُ مفاتيح تُغطّى مفاتيحُها بغلاف (غشاء) بلاستيكي غير قابل للكسر (أو مطاطي)، ولهذه المفاتيح حركةٌ قليلة أو معدومة. تَستعمِلُ لوحاتُ المفاتيح الغشائية (بدلاً من استعمال المفاتيح العادية الكاملة الحركة) مناطقَ حسّاسة للضغط تكون أحياناً، وليس دوماً، موضّحة بانتفاخات صغيرة تحت الغشاء., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1024,4,12
memory typewriter,آلة كاتبة ذات ذاكرة,آلةٌ كاتبةٌ كهرَبائيةٌ ذاتُ ذاكرةٍ داخلية، لها مظهارُ بلورات سائلة مؤلَّفٌ من سطرٍ واحد لرؤية محتوى هذه الذاكرة. تستطيع الآلاتُ الكاتبةُ ذات الذاكرة عادةً الاحتفاظَ بصفحةٍ من النصوص في كلِّ مرة، حيث يمكِن إجراءُ تعديلاتٍ بسيطة عليها. لا تَحتفظُ الآلاتُ الكاتبة ذات الذاكرة عادةً بمحتوى الذاكرة عند قطع التيار الكهربائي., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1025,4,12
KB,كيلو بايت,انظر: kilobyte., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1026,4,12
kc,كيلو دورة,انظر: kilocycle., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1027,4,12
knowledge-based system,نظام معتمد على المعرفة,انظر: expert system., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1028,4,12
aspect ratio,نسبةُ المظهَر العامّ,في الإظهاراتِ الحاسوبية والبيانيات: نسبةُ عرضِ الصورةِ، أو مِساحتها، إلى ارتفاعها. فمثلاً، عندما تكُونُ نسبةُ المظهَر العامِّ 2:1، فهذا يعني أنّ عرضَ الصورةِ يبْلغُ ضعفَ ارتفاعِها. تُعدُّ نسبةُ المظهَر العامِّ عاملاً مهماً في الحفاظِ على النسبِ الصحيحةِ عند طباعةِ الصورة، أو تغييرِ حجمِها، أو دمْجِها في وثيقةٍ أخرى., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1029,4,12
ASPI,واجهة برمجة SCSI المتطورة,انظر: Advanced SCSI Programming Interface., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1030,4,12
LIFO,الداخل آخراً، خارج أولاً,انظر: last in، first out., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1031,4,12
LDAP,ميفاق مُخَفَّف للنفاذ إلى الدليل,انظر: Lightweight Directory Access Protocol., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1032,4,12
line conditioning,تكييف الخط,انظر: conditioning., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1033,4,12
logic array,صفيفة منطقية,انظر: gate array., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1034,4,12
logic gate,بوابة منطقية,انظر: gate., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1035,4,12
logical drive,مِسوَق منطقي,انظر: logical device., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1036,4,12
logical error,خطأ منطقي,انظر: logic error., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1037,4,12
logical expression,تعبير منطقي,انظر: Boolean expression., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1038,4,12
logical link control,تحكم في الوُصلة المنطقية,انظر: IEEE 802 standards., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1039,4,12
logical schema,مختطة منطقية,انظر: conceptual schema., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1040,4,12
login,طلب [السماح بـ] الدخول,انظر: logon., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1041,4,12
logout,طلب الخروج,انظر: logoff., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1042,4,12
loop check,فحص الحلقة,انظر: echo check., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1043,4,12
loop structure,بنية تكرارية,انظر: iterative statement., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1044,4,12
longitudinal redundancy check,تدقيق التكرارية الطولانية,انظر: LRC., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1045,4,12
LSB,البتّ الأقل دلالة,انظر: least significant bit., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1046,4,12
LSC,المحرف الأقل دلالة,انظر: least significant character., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1047,4,12
ASR,إعادة تشكيل النظام آلياً,انظر: Automatic System Reconfiguration., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1048,4,12
luminance decay,تضاؤل النصوع,انظر: persistence., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1049,4,12
Level 2 cache,المستوى الثاني من الخابية,انظر: L2 cache., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1050,4,12
machine address,عنوان الآلة,انظر: absolute address., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1051,4,12
machine language,لغة الآلة,انظر: machine code., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1052,4,12
Macintosh File System,نظام ملفات Macintosh,انظر: flat file system., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1053,4,12
MAE,1- مقسم منطقة مدينية ، 2- بيئة تطبيقات Macintosh,1- انظر: Metropolitan Area Exchange. 2- انظر: Macintosh Application Environment., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1054,4,12
magnetic head,رأس مغنطيسي,انظر: head., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1055,4,12
magnetic oxide,أكسيد مغنطيسي,انظر: ferric oxide., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1056,4,12
magnetic tape,شريط مغنطيسي,انظر: tape., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1057,4,12
main memory,ذاكرة رئيسية,انظر: primary storage., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1058,4,12
mainboard,بطاقة رئيسية,انظر: motherboard., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1059,4,12
major key,مفتاح أساسي,انظر: primary key., https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/1060,4,12
