"data bank", "بنك معطيات","أيُّ جَمْعَةٍ كبيرةٍ من المعطيات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6001, 4, 12
"data bit", "بِتُّ معطيات","في الاتصالات غير المتزامنة: واحدٌ من مجموعةٍ تضمُّ من 5 إلى 8 بتّات تمثِّل محرفاً واحداً من المعطيات المنقولة. يَسبِقُ بتاتِ المعطيات بتُّ البداية، ويليها بتُّ الزوجية الاختياري، ثم بتُّ توقفٍ واحد أو أكثر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6002, 4, 12
"data buffer", "صِوان معطيات","منطقةٌ من الذاكرة، حيثُ تُخزَّن المعطياتُ وقتياً عند نقْلِها من موضعٍ إلى آخر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6003, 4, 12
"data bus", "مسرى معطيات","انظر bus.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6004, 4, 12
"data cable", "كبْل معطيات","كبْلٌ من ليفٍ ضوئيٍّ أو سلْكٍ يُستخدَمُ لنقل المعطيات من تجهيزة إلى أخرى.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6005, 4, 12
"data capture", "1 التقاط المعطيات ، 2 التقاط المعطيات","1- عمليةُ جَمْعِ المعلومات خلال تنفيذ مداولة transaction. 2- إجرائيةُ حفْظِ تسجيلةِ التبادلات بين مستخدِمٍ ونافعةِ utility معلومات بعيدة، على وسيطة تخزين.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6006, 4, 12
"Data Carrier Detected", "كشف حامل المعطيات","انظر: DCD.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6007, 4, 12
"data chaining", "سَلسَلةُ معطيات","إجرائيةُ تخزين مقتطَعاتٍ من المعطيات في مواضعَ غير مستمرّة مع الاحتفاظ بالقدرة على إعادة ربطها بالترتيب الصحيح.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6008, 4, 12
"data collection", "1 جَمْعُ المعطيات ؛ 2 جَمْعُ المعطيات","1- إجرائيةُ تحصيلِ الوثائق والمعطيات المصدرية. 2- جَمْعُ المعطياتِ باستخدام وسائلِ التصنيف والفرز والترتيب وغيرها من طرائق التنظيم.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6009, 4, 12
"data communications", "اتصالات بالمعطيات","انظر: communications.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6010, 4, 12
"data compaction", "تراصُّ المعطيات","انظر: data compression.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6011, 4, 12
"data compression", "ضغط المعطيات","وسيلةٌ للتقليل من حجم الفضاء أو عرض الحزمة اللازم لتخزين أو إرسال كتلة معطيات. تُستخدَمُ في اتصالات المعطيات، وإرسال الفكس، والنشر على CD-ROM.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6012, 4, 12
"data conferencing", "ائتمار بالمعطيات","تواصلٌ متواقتٌ بالمعطيات، بين مشاركين في اجتماع، وهم مفصولون جغرافياً بعضهم عن بعض. يتطلّبُ الائتمارُ بالمعطيات استخدامَ برمجياتِ 'اللوح الأبيض whiteboard' وغيرها التي تُتيحُ النفاذَ إلى مجموعةٍ من الملفات الموجودة في أحد المواضع وتعديلها من قبل كافة المشاركين في المؤتمر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6013, 4, 12
"data control", "تحكّم في المعطيات","أحدُ مظاهر إدارة المعطيات الذي يتعلّق بتعقّب طرق النفاذ إلى المعطيات، واستخدامِها، وتعديلها، وحيازتِها، وإصدار تقارير عنها وعن الأشخاص الذين يُجرون هذه العمليات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6014, 4, 12
"data declaration", "تصريح عن معطيات","عبارةٌ في برنامج تحدِّد مميّزات متغيّر. تختلف متطلباتُ التصريح عن المعطيات من لغةِ برمجةٍ إلى لغةٍ أخرى، لكنها تتضمّن بوجهٍ عامٍّ توصيفَ اسم المتغير، ونوع المعطيات، والقيمة البدائية، والحجم.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6015, 4, 12
"data definition language", "لغة تعريف معطيات","مختصره: DDL. لغةٌ تعرِّفُ كلَّ واصفات وخصائص قاعدة المعطيات، وخاصةً مايتعلق منها بالمخطط النسقي للتسجيلات، وتعريف الحقول، والحقول المفتاحية، ومواضع الملفات، واستراتيجية التخزين.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/6016, 4, 12
