"V.27ter", "[توصية] V.27ter","توصيةُ CCITT التي تُوصِّفُ خطة الترنيم المستخدَم في أجهزة الفكس من الزمرة 3 لنقل الصورة بسرعة 2400 و4800 بت/ثا.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5001, 4, 12
"V.29", "[التوصية] V.29","توصيةُ CCITT التي تُوصِّفُ خطة الترنيم المستخدَم في أجهزة الفكس من الزمرة 3 لنقل الصورة بسرعة 9600 و7200 بت/ثا على خطوط الهاتف.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5002, 4, 12
"V.32terbo", "V.32 terbo [ميفاق]","ميفاقٌ protocol للمودم طوَّرتْه AT&T للمودمات ذات السرعة 19200 بت/ثا، مع تقبل للسرعات التي يتقبّلها المِقْيَسُ CCITT V.32. وهذا الميفاقُ ملك لـ AT&T ولا تَعتمده CCITT، ولا ينتمي إلى السلسلة V من CCITT لأن V.34 يأخذ مكانه.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5003, 4, 12
"V.54", "[التوصية] V.54","توصيةُ CCITT التي توصِّفُ عملَ تجهيزات اختبار الحلقة في المودمات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5004, 4, 12
"V.56bis", "[التوصية] V.56bis","توصيةُ ITU-T التي تعرِّفُ نموذجَ إرسال الشبكة لتقدير أداء المودم على وصلات ثنائية السلك الصوتية المرتبة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5005, 4, 12
"V.everything", "جميع V","مصطلحٌ تسويقيٌّ يَستخدِمه مصنِّعو المودم لوصف المودمات التي توافق مِقْيَسَ V.34 من CCITT ومختلفَ المَوافيق protocols الامتلاكية التي استخدمت قبل اعتماد المقيس (مثل المقيس V السريع). يجب أن يتوافقَ جميعُ V مع أيِّ مودم يعمل بنفس السرعة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5006, 4, 12
"V.Fast Class", "V الصنف السريع","مختصره: V. FC. مِقْيَسُ الترنيم بحكم الأمر الواقع للمودمات التي تُنجَّز بواسطة Rockwell الدولية، بانتظار الموافقة المتوقعة للميفاق V.34، الذي يُعدّ قياسياً. ومع أن الصنفَ السريع V و V.34 يعملان بسرعةِ إرسال 28.8 كيلوبت/ثا، فإن مودمات الصنف السريع V لا يمكِن توصيلُها بمودمات V.34 دون ترقية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5007, 4, 12
"V.FC", "V الصنف السريع","انظر: V.Fast Class.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5008, 4, 12
"V86 mode", "نمط V86","انظر: virtual real mode.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5009, 4, 12
"VAB", "إجابة صوتية","انظر: voice answer back.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/5010, 4, 12
